easting,northing,id,name1,name2,latitude,longitude,country_code,state_fips,county,admin3,admin4,population,elevation_meters,dem,timezone
-9649543.043,3987117.042,4083697,Pinson,Pinson,33.68899,-86.68332,US,AL,73,,,7163,189,190,America/Chicago
-9681486.171,3960650.817,4083846,Pleasant Grove,Pleasant Grove,33.49094,-86.97027,US,AL,73,,,10110,185,187,America/Chicago
-9787116.122,3564635.128,4084324,Point Clear,Point Clear,30.47408,-87.91916,US,AL,3,,,2125,3,10,America/Chicago
-9624649.778,3824375.775,4084796,Prattville,Prattville,32.46402,-86.4597,US,AL,1,,,33960,100,109,America/Chicago
-9673077.096,4099528.602,4084883,Priceville,Priceville,34.52509,-86.89473,US,AL,103,,,2658,189,188,America/Chicago
-9804897.184,3598873.609,4084888,Prichard,Prichard,30.7388,-88.07889,US,AL,97,,,22659,9,14,America/Chicago
-9590820.898,3994551.353,4085311,Ragland,Ragland,33.74454,-86.15581,US,AL,115,,,1639,171,172,America/Chicago
-9578142.721,4022737.068,4085336,Rainbow City,Rainbow City,33.95482,-86.04192,US,AL,55,,,9602,170,170,America/Chicago
-9556527.816,4095362.381,4085373,Rainsville,Rainsville,34.49425,-85.84775,US,AL,49,,,4948,391,395,America/Chicago
-9811796.766,4088013.111,4085521,Red Bay,Red Bay,34.43982,-88.14087,US,AL,59,,,3158,197,199,America/Chicago
-9797818.378,3945645.284,4085739,Reform,Reform,33.37845,-88.0153,US,AL,107,,,1702,73,73,America/Chicago
-9512552.164,3648728.157,4085771,Rehobeth,Rehobeth,31.12296,-85.45271,US,AL,69,,,1297,74,80,America/Chicago
-9596232.139,3976047.422,4086224,Riverside,Riverside,33.60621,-86.20442,US,AL,115,,,2208,154,146,America/Chicago
-9503586.492,3915394.463,4086285,Roanoke,Roanoke,33.15123,-85.37217,US,AL,111,,,6074,258,258,America/Chicago
-9764047.384,3574936.153,4086363,Robertsdale,Robertsdale,30.5538,-87.71193,US,AL,3,,,5276,45,49,America/Chicago
-9693731.315,3958796.916,4086500,Rock Creek,Rock Creek,33.47705,-87.08027,US,AL,73,,,1456,179,187,America/Chicago
-9597931.987,3880655.384,4086637,Rockford,Rockford,32.88957,-86.21969,US,AL,37,,,477,225,224,America/Chicago
-9717830.871,4140230.474,4086921,Rogersville,Rogersville,34.82578,-87.29676,US,AL,77,,,1257,195,194,America/Chicago
-9765907.533,4097202.137,4087313,Russellville,Russellville,34.50787,-87.72864,US,AL,59,,,9830,232,234,America/Chicago
-9555630.581,3988417.532,4088146,Saks,Saks,33.69871,-85.83969,US,AL,15,,,10744,250,252,America/Chicago
-9578602.471,3647426.555,4088360,Samson,Samson,31.11295,-86.04605,US,AL,61,,,1940,62,70,America/Chicago
-9803969.893,3609490.637,4088628,Saraland,Saraland,30.82074,-88.07056,US,AL,97,,,13405,4,9,America/Chicago
-9587140.676,4052224.957,4088704,Sardis City,Sardis City,34.17426,-86.12275,US,AL,55,,,1704,330,332,America/Chicago
-9802361.326,3613704.195,4088737,Satsuma,Satsuma,30.85324,-88.05611,US,AL,97,,,6168,4,8,America/Chicago
-9577277.769,4119438.071,4088916,Scottsboro,Scottsboro,34.67231,-86.03415,US,AL,71,,,14770,196,196,America/Chicago
-9687144.54,3816902.543,4089114,Selma,Selma,32.40736,-87.0211,US,AL,47,,,20756,38,45,America/Chicago
-9762567.948,4132003.46,4089536,Sheffield,Sheffield,34.76509,-87.69864,US,AL,33,,,9039,157,160,America/Chicago
-9638503.489,3909966.902,4089549,Shelby,Shelby,33.1104,-86.58415,US,AL,117,,,1044,151,152,America/Chicago
-9528322.796,3646812.86,4090470,Slocomb,Slocomb,31.10823,-85.59438,US,AL,61,,,1980,87,92,America/Chicago
-9473127.253,3834423.111,4090684,Smiths Station,Smiths Station,32.54014,-85.09855,US,AL,81,,,4926,162,165,America/Chicago
-9664788.247,4014278.623,4090700,Smoke Rise,Smoke Rise,33.89177,-86.82027,US,AL,9,,,1825,310,314,America/Chicago
-9575977.557,4018674.087,4091058,Southside,Southside,33.92454,-86.02247,US,AL,55,,,8412,189,193,America/Chicago
-9786683.089,3590601.597,4091136,Spanish Fort,Spanish Fort,30.67491,-87.91527,US,AL,3,,,6798,8,19,America/Chicago
-9625980.046,3998643.28,4091542,Springville,Springville,33.7751,-86.47165,US,AL,115,,,4080,221,220,America/Chicago
-9595922.67,4020724.182,4091755,Steele,Steele,33.93982,-86.20164,US,AL,115,,,1043,177,178,America/Chicago
-9555600.524,4146050.926,4091859,Stevenson,Stevenson,34.86869,-85.83942,US,AL,71,,,2046,192,192,America/Chicago
-9600684.918,3905833.12,4091923,Stewartville,Stewartville,33.07929,-86.24442,US,AL,37,,,1767,220,225,America/Chicago
-9811085.435,4015619.751,4092267,Sulligent,Sulligent,33.90177,-88.13448,US,AL,75,,,1927,99,100,America/Chicago
-9690361.674,3996040.131,4092333,Sumiton,Sumiton,33.75566,-87.05,US,AL,127,,,2520,157,159,America/Chicago
-9601488.645,3918312.007,4092671,Sylacauga,Sylacauga,33.17317,-86.25164,US,AL,121,,,12749,166,169,America/Chicago
-9686464.378,3963950.936,4092689,Sylvan Springs,Sylvan Springs,33.51566,-87.01499,US,AL,73,,,1542,202,209,America/Chicago
-9552600.464,4104558.761,4092692,Sylvania,Sylvania,34.56231,-85.81247,US,AL,49,,,1837,423,421,America/Chicago
-9585253.81,3953311.696,4092788,Talladega,Talladega,33.43594,-86.1058,US,AL,121,,,15676,170,170,America/Chicago
-9561597.305,3833872.478,4092853,Tallassee,Tallassee,32.53597,-85.89329,US,AL,51,,,4819,119,123,America/Chicago
-9659500.571,3973004.406,4092970,Tarrant,Tarrant,33.58344,-86.77277,US,AL,73,,,6397,166,170,America/Chicago
-9514284.295,3654183.115,4093048,Taylor,Taylor,31.1649,-85.46827,US,AL,69,,,2375,101,103,America/Chicago
-9599447.045,3760085.865,4093050,Taylor,Taylor,31.97543,-86.2333,US,AL,101,,,1946,157,168,America/Chicago
-9815627.27,3574146.35,4093399,Theodore,Theodore,30.54769,-88.17528,US,AL,97,,,6130,18,22,America/Chicago
-9766709.033,3751960.195,4093488,Thomasville,Thomasville,31.91349,-87.73584,US,AL,25,,,4209,116,121,America/Chicago
-9653160.926,3884117.234,4093619,Thorsby,Thorsby,32.91568,-86.71582,US,AL,21,,,1980,212,210,America/Chicago
-9815133.012,3579641.101,4093753,Tillmans Corner,Tillmans Corner,30.59019,-88.17084,US,AL,97,,,17398,25,28,America/Chicago
-9730005.884,4120641.452,4093897,Town Creek,Town Creek,34.6812,-87.40613,US,AL,79,,,1100,171,174,America/Chicago
-9694630.776,4110568.981,4094048,Trinity,Trinity,34.60676,-87.08835,US,AL,103,,,2095,195,197,America/Chicago
-9570131.058,3738234.811,4094163,Troy,Troy,31.80877,-85.96995,US,AL,109,,,18033,165,169,America/Chicago
-9641256.42,3977868.003,4094212,Trussville,Trussville,33.61983,-86.60888,US,AL,73,,,19933,213,212,America/Chicago
-9748155.414,3923189.951,4094455,Tuscaloosa,Tuscaloosa,33.20984,-87.56917,US,AL,125,,,90468,68,69,America/Chicago
-9763000.981,4127412.032,4094484,Tuscumbia,Tuscumbia,34.7312,-87.70253,US,AL,33,,,8423,142,143,America/Chicago
-9539147.504,3819100.764,4094490,Tuskegee,Tuskegee,32.42403,-85.69162,US,AL,87,,,9865,141,147,America/Chicago
-9541744.587,3782269.814,4094975,Union Springs,Union Springs,32.14432,-85.71495,US,AL,11,,,3980,159,161,America/Chicago
-9742032.842,3822470.75,4094997,Uniontown,Uniontown,32.44958,-87.51417,US,AL,105,,,1775,91,92,America/Chicago
-9482126.321,3871269.371,4095186,Valley,Valley,32.81874,-85.17939,US,AL,17,,,9524,173,184,America/Chicago
-9683403.092,3830314.449,4095213,Valley Grande,Valley Grande,32.50902,-86.98749,US,AL,47,,,4020,111,116,America/Chicago
-9630618.729,3957944.141,4095288,Vandiver,Vandiver,33.47066,-86.51332,US,AL,117,,,1135,162,160,America/Chicago
-9710801.045,3918459.632,4095294,Vance,Vance,33.17428,-87.23361,US,AL,125,,,1529,155,156,America/Chicago
-9808240.109,3996226.242,4095392,Vernon,Vernon,33.75705,-88.10892,US,AL,75,,,2000,91,91,America/Chicago
-9661170.363,3955016.626,4095415,Vestavia Hills,Vestavia Hills,33.44872,-86.78777,US,AL,73,,,34033,290,297,America/Chicago
-9619330.933,3946458.491,4095522,Vincent,Vincent,33.38455,-86.41192,US,AL,117,,,1988,138,140,America/Chicago
-9663582.657,4003890.206,4096404,Warrior,Warrior,33.81427,-86.80944,US,AL,73,,,3176,160,169,America/Chicago
-9552475.786,3995556.793,4096645,Weaver,Weaver,33.75205,-85.81135,US,AL,15,,,3038,228,226,America/Chicago
-9492576.995,3666619.928,4096678,Webb,Webb,31.26045,-85.27327,US,AL,69,,,1430,85,88,America/Chicago
-9516109.935,3936390.736,4096712,Wedowee,Wedowee,33.309,-85.48467,US,AL,111,,,823,259,261,America/Chicago
-9698710.635,3910999.579,4096956,West Blocton,West Blocton,33.11817,-87.125,US,AL,7,,,1240,151,156,America/Chicago
-9633123.418,3941793.322,4097211,Westover,Westover,33.34955,-86.53582,US,AL,117,,,1275,147,150,America/Chicago
-9597065.922,3834898.498,4097257,Wetumpka,Wetumpka,32.54374,-86.21191,US,AL,51,,,6528,55,58,America/Chicago
-9581204.007,4050767.849,4097588,Whitesboro,Whitesboro,34.16343,-86.06942,US,AL,55,,,2138,324,326,America/Chicago
-9627309.201,3926442.162,4098110,Wilsonville,Wilsonville,33.23428,-86.48359,US,AL,117,,,1827,129,131,America/Chicago
-9775771.553,4019271.099,4098161,Winfield,Winfield,33.92899,-87.81725,US,AL,93,,,4717,145,145,America/Chicago
-9701493.623,3922782.823,4098518,Woodstock,Woodstock,33.20678,-87.15,US,AL,7,,,1428,169,170,America/Chicago
-9829112.513,3827309.109,4098776,York,York,32.48625,-88.29642,US,AL,119,,,2538,58,52,America/Chicago
-10290515.1,4113650.381,4099194,Alexander,Alexander,34.62954,-92.44127,US,AR,119,,,2901,109,113,America/Chicago
-10488731.7,4229012.895,4099296,Alma,Alma,35.47787,-94.22188,US,AR,33,,,5419,132,133,America/Chicago
-10358699.41,4045051.552,4099647,Arkadelphia,Arkadelphia,34.12093,-93.05378,US,AR,19,,,10714,75,81,America/Chicago
-10153092.31,3976382.912,4099673,Arkansas City,Arkansas City,33.60872,-91.20678,US,AR,41,,,366,41,44,America/Chicago
-10197809.35,4331481.843,4099837,Ash Flat,Ash Flat,36.22396,-91.60848,US,AR,135,,,1082,202,203,America/Chicago
-10478649.5,3985150.531,4099852,Ashdown,Ashdown,33.67429,-94.13131,US,AR,81,,,4723,98,103,America/Chicago
-10345650.54,4197426.082,4099932,Atkins,Atkins,35.24647,-92.93656,US,AR,115,,,3016,113,115,America/Chicago
-10170750.92,4202312.435,4099952,Augusta,Augusta,35.28231,-91.36541,US,AR,147,,,2199,66,71,America/Chicago
-10239585.32,4163666.43,4099974,Austin,Austin,34.99842,-91.98376,US,AR,85,,,2038,75,80,America/Chicago
-10193293.11,4206063.196,4100170,Bald Knob,Bald Knob,35.30981,-91.56791,US,AR,145,,,2897,69,70,America/Chicago
-10497606.09,4208224.213,4100348,Barling,Barling,35.32565,-94.3016,US,AR,131,,,4649,148,152,America/Chicago
-10201426.12,4268992.263,4100525,Batesville,Batesville,35.7698,-91.64097,US,AR,63,,,10248,103,105,America/Chicago
-10081352.46,4265219.941,4100592,Bay,Bay,35.7423,-90.56233,US,AR,31,,,1801,70,68,America/Chicago
-10227989.17,4173484.986,4100984,Beebe,Beebe,35.07064,-91.87959,US,AR,145,,,7315,74,75,America/Chicago
-10494237.57,4366968.146,4101114,Bella Vista,Bella Vista,36.4807,-94.27134,US,AR,7,,,26461,315,376,America/Chicago
-10306718.77,4104860.21,4101241,Benton,Benton,34.56454,-92.58683,US,AR,125,,,30681,124,131,America/Chicago
-10487277.87,4352046.985,4101260,Bentonville,Bentonville,36.37285,-94.20882,US,AR,7,,,35301,395,400,America/Chicago
-10415938.77,4350932.707,4101309,Berryville,Berryville,36.36479,-93.56797,US,AR,15,,,5356,379,381,America/Chicago
-10478433.54,4330140.65,4101456,Bethel Heights,Bethel Heights,36.21424,-94.12937,US,AR,7,,,2372,411,417,America/Chicago
-10009735.07,4290622.57,4102412,Blytheville,Blytheville,35.9273,-89.91898,US,AR,93,,,15620,78,77,America/Chicago
-10108101.42,4288063.145,4102581,Bono,Bono,35.90868,-90.80262,US,AR,31,,,2131,79,79,America/Chicago
-10455303.57,4182935.15,4102622,Booneville,Booneville,35.14009,-93.92159,US,AR,83,,,3990,153,157,America/Chicago
-10151733.1,4148653.546,4103042,Brinkley,Brinkley,34.88787,-91.19457,US,AR,95,,,3188,64,61,America/Chicago
-10083547.68,4286879.856,4103117,Brookland,Brookland,35.90007,-90.58205,US,AR,31,,,1642,80,80,America/Chicago
-10295833.95,4109104.328,4103448,Bryant,Bryant,34.59593,-92.48905,US,AR,125,,,16688,126,127,America/Chicago
-10306131,4353583.108,4103678,Bull Shoals,Bull Shoals,36.38396,-92.58155,US,AR,89,,,1950,244,245,America/Chicago
-10243233.26,4160420.411,4103957,Cabot,Cabot,34.97453,-92.01653,US,AR,85,,,23776,91,95,America/Chicago
-10256531.49,4317078.249,4104078,Calico Rock,Calico Rock,36.11951,-92.13599,US,AR,65,,,1545,125,130,America/Chicago
-10334270.34,3973154.066,4104182,Camden,Camden,33.58456,-92.83433,US,AR,103,,,12183,63,64,America/Chicago
-10054634.67,4267391.268,4104566,Caraway,Caraway,35.75813,-90.32232,US,AR,31,,,1279,69,69,America/Chicago
-10213175.89,4134451.004,4104602,Carlisle,Carlisle,34.78315,-91.74652,US,AR,85,,,2214,70,73,America/Chicago
-10191129.06,4292607.844,4104857,Cave City,Cave City,35.94174,-91.54847,US,AR,135,,,1904,206,204,America/Chicago
-10489843.78,4336926.977,4104897,Cave Springs,Cave Springs,36.26341,-94.23187,US,AR,7,,,1729,352,356,America/Chicago
-10504873.03,4241588.206,4105064,Cedarville,Cedarville,35.56981,-94.36688,US,AR,33,,,1394,239,244,America/Chicago
-10495781.57,4350242.908,4105168,Centerton,Centerton,36.3598,-94.28521,US,AR,7,,,9515,382,386,America/Chicago
-10468075.26,4204321.32,4105377,Charleston,Charleston,35.29704,-94.03632,US,AR,47,,,2494,158,165,America/Chicago
-10187511.18,4341681.468,4105435,Cherokee Village,Cherokee Village,36.29784,-91.51597,US,AR,135,,,4671,194,200,America/Chicago
-10164999.04,4122259.248,4105824,Clarendon,Clarendon,34.69315,-91.31374,US,AR,95,,,1664,53,55,America/Chicago
-10404650.98,4228138.056,4105879,Clarksville,Clarksville,35.47147,-93.46657,US,AR,71,,,9178,113,118,America/Chicago
-10292649.1,4244552.903,4106074,Clinton,Clinton,35.59147,-92.46044,US,AR,141,,,2602,172,174,America/Chicago
-10427627.32,4223469.779,4106126,Coal Hill,Coal Hill,35.43731,-93.67297,US,AR,71,,,1012,144,147,America/Chicago
-10290607.5,4175941.663,4106458,Conway,Conway,35.0887,-92.4421,US,AR,45,,,58908,95,99,America/Chicago
-10083300.55,4356885.618,4106689,Corning,Corning,36.40784,-90.57983,US,AR,21,,,3377,88,89,America/Chicago
-10237078.41,3912330.1,4107198,Crossett,Crossett,33.12818,-91.96124,US,AR,3,,,5507,50,58,America/Chicago
-10396519.09,4171219.232,4107630,Danville,Danville,35.05398,-93.39352,US,AR,149,,,2409,106,109,America/Chicago
-10370295.56,4194246.477,4107641,Dardanelle,Dardanelle,35.22314,-93.15795,US,AR,149,,,4745,101,105,America/Chicago
-10502027.7,4033890.863,4107802,De Queen,De Queen,34.03789,-94.34132,US,AR,133,,,6594,128,131,America/Chicago
-10167688.52,4068196.78,4107823,De Witt,De Witt,34.29288,-91.3379,US,AR,1,,,3292,58,60,America/Chicago
-10515324.82,4346941.056,4107903,Decatur,Decatur,36.33591,-94.46077,US,AR,7,,,1699,377,378,America/Chicago
-10178603.39,3965250.15,4108090,Dermott,Dermott,33.52539,-91.43595,US,AR,17,,,2316,43,46,America/Chicago
-10185191.28,4160761.409,4108091,Des Arc,Des Arc,34.97704,-91.49513,US,AR,117,,,1717,61,61,America/Chicago
-10159587.8,4250980.535,4108184,Diaz,Diaz,35.63841,-91.26513,US,AR,67,,,1318,71,70,America/Chicago
-10465877.81,4044829.683,4108212,Dierks,Dierks,34.11928,-94.01658,US,AR,61,,,1133,135,137,America/Chicago
-10365440.91,4218574.042,4108950,Dover,Dover,35.40147,-93.11434,US,AR,115,,,1378,136,139,America/Chicago
-10184819.47,4013645.665,4109226,Dumas,Dumas,33.88705,-91.49179,US,AR,41,,,4706,50,52,America/Chicago
-10070714.77,4201327.901,4109406,Earle,Earle,35.27509,-90.46677,US,AR,35,,,2414,63,62,America/Chicago
-10279351.99,4102982.709,4109452,East End,East End,34.55065,-92.34099,US,AR,125,,,6998,107,113,America/Chicago
-10315561.99,3922895.913,4109785,El Dorado,El Dorado,33.20763,-92.66627,US,AR,139,,,18884,82,83,America/Chicago
-10464950.52,4300823.644,4109857,Elkins,Elkins,36.00147,-94.00825,US,AR,143,,,2648,371,376,America/Chicago
-10490122.08,4329030.014,4109927,Elm Springs,Elm Springs,36.20619,-94.23437,US,AR,143,,,1535,361,367,America/Chicago
-10237945.59,4102119.083,4110001,England,England,34.54426,-91.96903,US,AR,85,,,2825,70,74,America/Chicago
-10159246.05,3909856.595,4110100,Eudora,Eudora,33.10957,-91.26206,US,AR,17,,,2269,41,42,America/Chicago
-10434863.09,4355964.464,4110119,Eureka Springs,Eureka Springs,36.40118,-93.73797,US,AR,15,,,2073,384,395,America/Chicago
-10272332.18,4244932.102,4110233,Fairfield Bay,Fairfield Bay,35.59424,-92.27793,US,AR,141,,,2338,265,273,America/Chicago
-10491544.75,4306404.801,4110443,Farmington,Farmington,36.04202,-94.24715,US,AR,143,,,5974,362,367,America/Chicago
-10481557.16,4309235.704,4110486,Fayetteville,Fayetteville,36.06258,-94.15743,US,AR,143,,,73580,427,436,America/Chicago
-10307863.13,4339074.041,4111212,Flippin,Flippin,36.27896,-92.59711,US,AR,89,,,1355,198,202,America/Chicago
-10508211.5,3991504.778,4111307,Foreman,Foreman,33.72178,-94.39687,US,AR,81,,,1011,127,131,America/Chicago
-10287360.31,4003816.515,4111319,Fordyce,Fordyce,33.81372,-92.41293,US,AR,39,,,4300,87,91,America/Chicago
-10106677.64,4164988.752,4111382,Forrest City,Forrest City,35.00815,-90.78983,US,AR,123,,,15371,77,78,America/Chicago
-10508398.52,4216450.593,4111410,Fort Smith,Fort Smith,35.38592,-94.39855,US,AR,131,,,86209,134,135,America/Chicago
-10296390.55,4339648.504,4112110,Gassville,Gassville,36.28312,-92.49405,US,AR,5,,,2078,233,237,America/Chicago
-10517984.24,4337502.707,4112163,Gentry,Gentry,36.26758,-94.48466,US,AR,7,,,3158,376,380,America/Chicago
-10267631.16,4148163.643,4112254,Gibson,Gibson,34.88426,-92.2357,US,AR,119,,,3543,80,83,America/Chicago
-10414020.74,4072764.104,4112430,Glenwood,Glenwood,34.32677,-93.55074,US,AR,109,,,2228,171,175,America/Chicago
-10015640.57,4295089.948,4112638,Gosnell,Gosnell,35.95979,-89.97203,US,AR,93,,,3548,76,75,America/Chicago
-10463064.77,4314553.908,4112660,Goshen,Goshen,36.10119,-93.99131,US,AR,143,,,1071,363,369,America/Chicago
-10262621.78,4146014.293,4112871,Gravel Ridge,Gravel Ridge,34.86842,-92.1907,US,AR,119,,,2902,77,85,America/Chicago
-10514521.09,4358847.136,4112898,Gravette,Gravette,36.42202,-94.45355,US,AR,7,,,2325,371,373,America/Chicago
-10401250.17,4346863.67,4113015,Green Forest,Green Forest,36.33535,-93.43602,US,AR,15,,,2761,408,412,America/Chicago
-10284546.15,4195722.365,4113067,Greenbrier,Greenbrier,35.23397,-92.38765,US,AR,45,,,4706,110,112,America/Chicago
-10483535.31,4299830.21,4113113,Greenland,Greenland,35.99425,-94.1752,US,AR,143,,,1259,381,384,America/Chicago
-10492504.32,4193225.872,4113143,Greenwood,Greenwood,35.21565,-94.25577,US,AR,131,,,8952,160,164,America/Chicago
-10369862.52,4018191.134,4113407,Gurdon,Gurdon,33.92094,-93.15406,US,AR,19,,,2212,62,66,America/Chicago
-10218865.43,3925630.355,4113607,Hamburg,Hamburg,33.22818,-91.79763,US,AR,3,,,2857,49,54,America/Chicago
-10293699.96,3966919.446,4113647,Hampton,Hampton,33.53789,-92.46988,US,AR,13,,,1324,61,65,America/Chicago
-10098545.76,4240827.314,4113951,Harrisburg,Harrisburg,35.56425,-90.71678,US,AR,111,,,2288,95,94,America/Chicago
-10364699.53,4332286.363,4113956,Harrison,Harrison,36.22979,-93.10768,US,AR,9,,,12943,320,320,America/Chicago
-10312253.57,4096338.954,4114047,Haskell,Haskell,34.50148,-92.63655,US,AR,125,,,3990,91,99,America/Chicago
-10194746.95,4134150.115,4114220,Hazen,Hazen,34.78093,-91.58097,US,AR,117,,,1468,70,71,America/Chicago
-10244873,4230872.16,4114225,Heber Springs,Heber Springs,35.49147,-92.03126,US,AR,23,,,7165,104,108,America/Chicago
-10084629.71,4100131.238,4114272,Helena,Helena,34.52955,-90.59177,US,AR,107,,,5548,60,61,America/Chicago
-10188408.41,4338651.498,4114673,Highland,Highland,36.2759,-91.52403,US,AR,135,,,1045,186,189,America/Chicago
-10434214.1,4367611.945,4114930,Holiday Island,Holiday Island,36.48535,-93.73214,US,AR,15,,,2373,430,431,America/Chicago
-10418565.91,3984183.452,4115181,Hope,Hope,33.66706,-93.59157,US,AR,57,,,10095,107,112,America/Chicago
-10503789.89,4020540.356,4115281,Horatio,Horatio,33.93845,-94.35715,US,AR,133,,,1044,123,127,America/Chicago
-10215156.26,4332209.082,4115334,Horseshoe Bend,Horseshoe Bend,36.22923,-91.76431,US,AR,65,,,2184,265,268,America/Chicago
-10358855.25,4096638.832,4115412,Hot Springs,Hot Springs,34.5037,-93.05518,US,AR,51,,,35193,182,184,America/Chicago
-10352577.95,4119401.525,4115429,Hot Springs Village,Hot Springs Village,34.67204,-92.99879,US,AR,51,,,12807,239,254,America/Chicago
-10127304.03,4307551.668,4115508,Hoxie,Hoxie,36.05035,-90.97512,US,AR,75,,,2780,82,79,America/Chicago
-10071240.2,4156987.917,4115578,Hughes,Hughes,34.94926,-90.47149,US,AR,123,,,1441,63,63,America/Chicago
